Mod:Item:MetaData, Localized Name
ExtraTiC:largeSwordBlade:172, Void Metal Large Sword Blade
ExtraTiC:largeSwordBlade:173, RedAurum Large Sword Blade
ExtraTiC:largeSwordBlade:178, Draconium Large Sword Blade
ExtraTiC:largeSwordBlade:179, Awakened Draconium Large Sword Blade
ExtraTiC:largeSwordBlade:180, Glue Large Sword Blade
ExtraTiC:largeSwordBlade:185, Bedrockium Large Sword Blade
ExtraTiC:largeSwordBlade:189, Enderium Large Sword Blade
ExtraTiC:largeSwordBlade:126, Mithril Large Sword Blade
ExtraTiC:largeSwordBlade:190, Signalum Large Sword Blade
ExtraTiC:largeSwordBlade:191, Lumium Large Sword Blade
ExtraTiC:largeplate:139, Refined Glowstone Large Plate
ExtraTiC:largeplate:140, Osmium Large Plate
ExtraTiC:largeplate:141, Pokefennium Large Plate
ExtraTiC:largeplate:142, Fairy Large Plate
ExtraTiC:largeplate:143, Certus Quartz Large Plate
ExtraTiC:largeplate:144, Ender Amethyst Large Plate
ExtraTiC:largeplate:2000, Constantan Large Plate
ExtraTiC:largeplate:145, Manasteel Large Plate
ExtraTiC:largeplate:146, Terrasteel Large Plate
ExtraTiC:largeplate:147, Elementium Large Plate
ExtraTiC:largeplate:148, Desh Large Plate
ExtraTiC:largeplate:164, Amethyst Large Plate
ExtraTiC:largeplate:165, Peridot Large Plate
ExtraTiC:largeplate:166, Ruby Large Plate
ExtraTiC:largeplate:167, Sapphire Large Plate
ExtraTiC:largeplate:171, Dark Steel Large Plate
ExtraTiC:largeplate:172, Void Metal Large Plate
ExtraTiC:largeplate:173, RedAurum Large Plate
ExtraTiC:largeplate:178, Draconium Large Plate
ExtraTiC:largeplate:179, Awakened Draconium Large Plate
ExtraTiC:largeplate:180, Glue Large Plate
ExtraTiC:largeplate:185, Bedrockium Large Plate
ExtraTiC:largeplate:189, Enderium Large Plate
ExtraTiC:largeplate:126, Mithril Large Plate
ExtraTiC:largeplate:190, Signalum Large Plate
ExtraTiC:largeplate:191, Lumium Large Plate
ExtraTiC:lumberaxeHead:139, Refined Glowstone Broad Axe Head
ExtraTiC:lumberaxeHead:140, Osmium Broad Axe Head
ExtraTiC:lumberaxeHead:141, Pokefennium Broad Axe Head
ExtraTiC:lumberaxeHead:142, Fairy Broad Axe Head
ExtraTiC:lumberaxeHead:143, Certus Quartz Broad Axe Head
ExtraTiC:lumberaxeHead:144, Ender Amethyst Broad Axe Head
ExtraTiC:lumberaxeHead:2000, Constantan Broad Axe Head
ExtraTiC:lumberaxeHead:145, Manasteel Broad Axe Head
ExtraTiC:lumberaxeHead:146, Terrasteel Broad Axe Head
ExtraTiC:lumberaxeHead:147, Elementium Broad Axe Head
ExtraTiC:lumberaxeHead:148, Desh Broad Axe Head
ExtraTiC:lumberaxeHead:164, Amethyst Broad Axe Head
ExtraTiC:lumberaxeHead:165, Peridot Broad Axe Head
ExtraTiC:lumberaxeHead:166, Ruby Broad Axe Head
ExtraTiC:lumberaxeHead:167, Sapphire Broad Axe Head
ExtraTiC:lumberaxeHead:171, Dark Steel Broad Axe Head
ExtraTiC:lumberaxeHead:172, Void Metal Broad Axe Head
ExtraTiC:lumberaxeHead:173, RedAurum Broad Axe Head
ExtraTiC:lumberaxeHead:178, Draconium Broad Axe Head
ExtraTiC:lumberaxeHead:179, Awakened Draconium Broad Axe Head
ExtraTiC:lumberaxeHead:180, Glue Broad Axe Head
ExtraTiC:lumberaxeHead:185, Bedrockium Broad Axe Head
ExtraTiC:lumberaxeHead:189, Enderium Broad Axe Head
ExtraTiC:lumberaxeHead:126, Mithril Broad Axe Head
ExtraTiC:lumberaxeHead:190, Signalum Broad Axe Head
ExtraTiC:lumberaxeHead:191, Lumium Broad Axe Head
ExtraTiC:mediumGuard:139, Refined Glowstone Medium Guard
ExtraTiC:mediumGuard:140, Osmium Medium Guard
ExtraTiC:mediumGuard:141, Pokefennium Medium Guard
ExtraTiC:mediumGuard:142, Fairy Medium Guard
ExtraTiC:mediumGuard:143, Certus Quartz Medium Guard
ExtraTiC:mediumGuard:144, Ender Amethyst Medium Guard
ExtraTiC:mediumGuard:2000, Constantan Medium Guard
ExtraTiC:mediumGuard:145, Manasteel Medium Guard
ExtraTiC:mediumGuard:146, Terrasteel Medium Guard
ExtraTiC:mediumGuard:147, Elementium Medium Guard
ExtraTiC:mediumGuard:148, Desh Medium Guard
ExtraTiC:mediumGuard:164, Amethyst Medium Guard
ExtraTiC:mediumGuard:165, Peridot Medium Guard
ExtraTiC:mediumGuard:166, Ruby Medium Guard
ExtraTiC:mediumGuard:167, Sapphire Medium Guard
ExtraTiC:mediumGuard:171, Dark Steel Medium Guard
ExtraTiC:mediumGuard:172, Void Metal Medium Guard
ExtraTiC:mediumGuard:173, RedAurum Medium Guard
ExtraTiC:mediumGuard:178, Draconium Medium Guard
ExtraTiC:mediumGuard:179, Awakened Draconium Medium Guard
ExtraTiC:mediumGuard:180, Glue Medium Guard
ExtraTiC:mediumGuard:185, Bedrockium Medium Guard
ExtraTiC:mediumGuard:189, Enderium Medium Guard
ExtraTiC:mediumGuard:126, Mithril Medium Guard
ExtraTiC:mediumGuard:190, Signalum Medium Guard
ExtraTiC:mediumGuard:191, Lumium Medium Guard
ExtraTiC:pickaxeHead:139, Refined Glowstone Pickaxe Head
ExtraTiC:pickaxeHead:140, Osmium Pickaxe Head
ExtraTiC:pickaxeHead:141, Pokefennium Pickaxe Head
ExtraTiC:pickaxeHead:142, Fairy Pickaxe Head
ExtraTiC:pickaxeHead:143, Certus Quartz Pickaxe Head
ExtraTiC:pickaxeHead:144, Ender Amethyst Pickaxe Head
ExtraTiC:pickaxeHead:2000, Constantan Pickaxe Head
ExtraTiC:pickaxeHead:145, Manasteel Pickaxe Head
ExtraTiC:pickaxeHead:146, Terrasteel Pickaxe Head
ExtraTiC:pickaxeHead:147, Elementium Pickaxe Head
ExtraTiC:pickaxeHead:148, Desh Pickaxe Head
ExtraTiC:pickaxeHead:164, Amethyst Pickaxe Head
ExtraTiC:pickaxeHead:165, Peridot Pickaxe Head
ExtraTiC:pickaxeHead:166, Ruby Pickaxe Head
ExtraTiC:pickaxeHead:167, Sapphire Pickaxe Head
ExtraTiC:pickaxeHead:171, Dark Steel Pickaxe Head
ExtraTiC:pickaxeHead:172, Void Metal Pickaxe Head
ExtraTiC:pickaxeHead:173, RedAurum Pickaxe Head
ExtraTiC:pickaxeHead:178, Draconium Pickaxe Head
ExtraTiC:pickaxeHead:179, Awakened Draconium Pickaxe Head
ExtraTiC:pickaxeHead:180, Glue Pickaxe Head
ExtraTiC:pickaxeHead:185, Bedrockium Pickaxe Head
ExtraTiC:pickaxeHead:189, Enderium Pickaxe Head
ExtraTiC:pickaxeHead:126, Mithril Pickaxe Head
ExtraTiC:pickaxeHead:190, Signalum Pickaxe Head
ExtraTiC:pickaxeHead:191, Lumium Pickaxe Head
ExtraTiC:scytheHead:139, Refined Glowstone Scythe Head
ExtraTiC:scytheHead:140, Osmium Scythe Head
ExtraTiC:scytheHead:141, Pokefennium Scythe Head
ExtraTiC:scytheHead:142, Fairy Scythe Head
ExtraTiC:scytheHead:143, Certus Quartz Scythe Head
ExtraTiC:scytheHead:144, Ender Amethyst Scythe Head
ExtraTiC:scytheHead:2000, Constantan Scythe Head
ExtraTiC:scytheHead:145, Manasteel Scythe Head
ExtraTiC:scytheHead:146, Terrasteel Scythe Head
ExtraTiC:scytheHead:147, Elementium Scythe Head
ExtraTiC:scytheHead:148, Desh Scythe Head
ExtraTiC:scytheHead:164, Amethyst Scythe Head
ExtraTiC:scytheHead:165, Peridot Scythe Head
ExtraTiC:scytheHead:166, Ruby Scythe Head
ExtraTiC:scytheHead:167, Sapphire Scythe Head
ExtraTiC:scytheHead:171, Dark Steel Scythe Head
ExtraTiC:scytheHead:172, Void Metal Scythe Head
ExtraTiC:scytheHead:173, RedAurum Scythe Head
ExtraTiC:scytheHead:178, Draconium Scythe Head
ExtraTiC:scytheHead:179, Awakened Draconium Scythe Head
ExtraTiC:scytheHead:180, Glue Scythe Head
ExtraTiC:scytheHead:185, Bedrockium Scythe Head
ExtraTiC:scytheHead:189, Enderium Scythe Head
ExtraTiC:scytheHead:126, Mithril Scythe Head
ExtraTiC:scytheHead:190, Signalum Scythe Head
ExtraTiC:scytheHead:191, Lumium Scythe Head
ExtraTiC:shovelHead:139, Refined Glowstone Shovel Head
ExtraTiC:shovelHead:140, Osmium Shovel Head
ExtraTiC:shovelHead:141, Pokefennium Shovel Head
ExtraTiC:shovelHead:142, Fairy Shovel Head
ExtraTiC:shovelHead:143, Certus Quartz Shovel Head
ExtraTiC:shovelHead:144, Ender Amethyst Shovel Head
ExtraTiC:shovelHead:2000, Constantan Shovel Head
ExtraTiC:shovelHead:145, Manasteel Shovel Head
ExtraTiC:shovelHead:146, Terrasteel Shovel Head
ExtraTiC:shovelHead:147, Elementium Shovel Head
ExtraTiC:shovelHead:148, Desh Shovel Head
ExtraTiC:shovelHead:164, Amethyst Shovel Head
ExtraTiC:shovelHead:165, Peridot Shovel Head
ExtraTiC:shovelHead:166, Ruby Shovel Head
ExtraTiC:shovelHead:167, Sapphire Shovel Head
ExtraTiC:shovelHead:171, Dark Steel Shovel Head
ExtraTiC:shovelHead:172, Void Metal Shovel Head
ExtraTiC:shovelHead:173, RedAurum Shovel Head
ExtraTiC:shovelHead:178, Draconium Shovel Head
ExtraTiC:shovelHead:179, Awakened Draconium Shovel Head
ExtraTiC:shovelHead:180, Glue Shovel Head
ExtraTiC:shovelHead:185, Bedrockium Shovel Head
ExtraTiC:shovelHead:189, Enderium Shovel Head
ExtraTiC:shovelHead:126, Mithril Shovel Head
ExtraTiC:shovelHead:190, Signalum Shovel Head
ExtraTiC:shovelHead:191, Lumium Shovel Head
ExtraTiC:swordBlade:139, Refined Glowstone Sword Blade
ExtraTiC:swordBlade:140, Osmium Sword Blade
ExtraTiC:swordBlade:141, Pokefennium Sword Blade
ExtraTiC:swordBlade:142, Fairy Sword Blade
ExtraTiC:swordBlade:143, Certus Quartz Sword Blade
ExtraTiC:swordBlade:144, Ender Amethyst Sword Blade
ExtraTiC:swordBlade:2000, Constantan Sword Blade
ExtraTiC:swordBlade:145, Manasteel Sword Blade
ExtraTiC:swordBlade:146, Terrasteel Sword Blade
ExtraTiC:swordBlade:147, Elementium Sword Blade
ExtraTiC:swordBlade:148, Desh Sword Blade
ExtraTiC:swordBlade:164, Amethyst Sword Blade
ExtraTiC:swordBlade:165, Peridot Sword Blade
ExtraTiC:swordBlade:166, Ruby Sword Blade
ExtraTiC:swordBlade:167, Sapphire Sword Blade
ExtraTiC:swordBlade:171, Dark Steel Sword Blade
ExtraTiC:swordBlade:172, Void Metal Sword Blade
ExtraTiC:swordBlade:173, RedAurum Sword Blade
ExtraTiC:swordBlade:178, Draconium Sword Blade
ExtraTiC:swordBlade:179, Awakened Draconium Sword Blade
ExtraTiC:swordBlade:180, Glue Sword Blade
ExtraTiC:swordBlade:185, Bedrockium Sword Blade
ExtraTiC:swordBlade:189, Enderium Sword Blade
ExtraTiC:swordBlade:126, Mithril Sword Blade
ExtraTiC:swordBlade:190, Signalum Sword Blade
ExtraTiC:swordBlade:191, Lumium Sword Blade
ExtraTiC:toolrod:139, Refined Glowstone Tool Rod
ExtraTiC:toolrod:140, Osmium Tool Rod
ExtraTiC:toolrod:141, Pokefennium Tool Rod
ExtraTiC:toolrod:142, Fairy Tool Rod
ExtraTiC:toolrod:143, Certus Quartz Tool Rod
ExtraTiC:toolrod:144, Ender Amethyst Tool Rod
ExtraTiC:toolrod:2000, Constantan Tool Rod
ExtraTiC:toolrod:145, Manasteel Tool Rod
ExtraTiC:toolrod:146, Terrasteel Tool Rod
ExtraTiC:toolrod:147, Elementium Tool Rod
ExtraTiC:toolrod:148, Desh Tool Rod
ExtraTiC:toolrod:164, Amethyst Tool Rod
ExtraTiC:toolrod:165, Peridot Tool Rod
ExtraTiC:toolrod:166, Ruby Tool Rod
ExtraTiC:toolrod:167, Sapphire Tool Rod
ExtraTiC:toolrod:171, Dark Steel Tool Rod
ExtraTiC:toolrod:172, Void Metal Tool Rod
ExtraTiC:toolrod:173, RedAurum Tool Rod
ExtraTiC:toolrod:178, Draconium Tool Rod
ExtraTiC:toolrod:179, Awakened Draconium Tool Rod
ExtraTiC:toolrod:180, Glue Tool Rod
ExtraTiC:toolrod:185, Bedrockium Tool Rod
ExtraTiC:toolrod:189, Enderium Tool Rod
ExtraTiC:toolrod:126, Mithril Tool Rod
ExtraTiC:toolrod:190, Signalum Tool Rod
ExtraTiC:toolrod:191, Lumium Tool Rod
ExtraTiC:toughbind:139, Refined Glowstone Tough Binding
ExtraTiC:toughbind:140, Osmium Tough Binding
ExtraTiC:toughbind:141, Pokefennium Tough Binding
ExtraTiC:toughbind:142, Fairy Tough Binding
ExtraTiC:toughbind:143, Certus Quartz Tough Binding
ExtraTiC:toughbind:144, Ender Amethyst Tough Binding
ExtraTiC:toughbind:2000, Constantan Tough Binding
ExtraTiC:toughbind:145, Manasteel Tough Binding
ExtraTiC:toughbind:146, Terrasteel Tough Binding
ExtraTiC:toughbind:147, Elementium Tough Binding
ExtraTiC:toughbind:148, Desh Tough Binding
ExtraTiC:toughbind:164, Amethyst Tough Binding
ExtraTiC:toughbind:165, Peridot Tough Binding
ExtraTiC:toughbind:166, Ruby Tough Binding
ExtraTiC:toughbind:167, Sapphire Tough Binding
ExtraTiC:toughbind:171, Dark Steel Tough Binding
ExtraTiC:toughbind:172, Void Metal Tough Binding
ExtraTiC:toughbind:173, RedAurum Tough Binding
ExtraTiC:toughbind:178, Draconium Tough Binding
ExtraTiC:toughbind:179, Awakened Draconium Tough Binding
ExtraTiC:toughbind:180, Glue Tough Binding
ExtraTiC:toughbind:185, Bedrockium Tough Binding
ExtraTiC:toughbind:189, Enderium Tough Binding
ExtraTiC:toughbind:126, Mithril Tough Binding
ExtraTiC:toughbind:190, Signalum Tough Binding
ExtraTiC:toughbind:191, Lumium Tough Binding
ExtraTiC:toughrod:139, Refined Glowstone Tough Rod
ExtraTiC:toughrod:140, Osmium Tough Rod
ExtraTiC:toughrod:141, Pokefennium Tough Rod
ExtraTiC:toughrod:142, Fairy Tough Rod
ExtraTiC:toughrod:143, Certus Quartz Tough Rod
ExtraTiC:toughrod:144, Ender Amethyst Tough Rod
ExtraTiC:toughrod:2000, Constantan Tough Rod
ExtraTiC:toughrod:145, Manasteel Tough Rod
ExtraTiC:toughrod:146, Terrasteel Tough Rod
ExtraTiC:toughrod:147, Elementium Tough Rod
ExtraTiC:toughrod:148, Desh Tough Rod
ExtraTiC:toughrod:164, Amethyst Tough Rod
ExtraTiC:toughrod:165, Peridot Tough Rod
ExtraTiC:toughrod:166, Ruby Tough Rod
ExtraTiC:toughrod:167, Sapphire Tough Rod
ExtraTiC:toughrod:171, Dark Steel Tough Rod
ExtraTiC:toughrod:172, Void Metal Tough Rod
ExtraTiC:toughrod:173, RedAurum Tough Rod
ExtraTiC:toughrod:178, Draconium Tough Rod
ExtraTiC:toughrod:179, Awakened Draconium Tough Rod
ExtraTiC:toughrod:180, Glue Tough Rod
ExtraTiC:toughrod:185, Bedrockium Tough Rod
ExtraTiC:toughrod:189, Enderium Tough Rod
ExtraTiC:toughrod:126, Mithril Tough Rod
ExtraTiC:toughrod:190, Signalum Tough Rod
ExtraTiC:toughrod:191, Lumium Tough Rod
ExtraTiC:shuriken:139, Refined Glowstone Shuriken
ExtraTiC:shuriken:140, Osmium Shuriken
ExtraTiC:shuriken:141, Pokefennium Shuriken
ExtraTiC:shuriken:142, Fairy Shuriken
ExtraTiC:shuriken:143, Certus Quartz Shuriken
ExtraTiC:shuriken:144, Ender Amethyst Shuriken
ExtraTiC:shuriken:2000, Constantan Shuriken
ExtraTiC:shuriken:145, Manasteel Shuriken
ExtraTiC:shuriken:146, Terrasteel Shuriken
ExtraTiC:shuriken:147, Elementium Shuriken
ExtraTiC:shuriken:148, Desh Shuriken
ExtraTiC:shuriken:164, Amethyst Shuriken
ExtraTiC:shuriken:165, Peridot Shuriken
ExtraTiC:shuriken:166, Ruby Shuriken
ExtraTiC:shuriken:167, Sapphire Shuriken
ExtraTiC:shuriken:171, Dark Steel Shuriken
ExtraTiC:shuriken:172, Void Metal Shuriken
ExtraTiC:shuriken:173, RedAurum Shuriken
ExtraTiC:shuriken:178, Draconium Shuriken
ExtraTiC:shuriken:179, Awakened Draconium Shuriken
ExtraTiC:shuriken:180, Glue Shuriken
ExtraTiC:shuriken:185, Bedrockium Shuriken
ExtraTiC:shuriken:189, Enderium Shuriken
ExtraTiC:shuriken:126, Mithril Shuriken
ExtraTiC:shuriken:190, Signalum Shuriken
ExtraTiC:shuriken:191, Lumium Shuriken
ExtraTiC:BowLimb:139, Refined Glowstone Bow Limb
ExtraTiC:BowLimb:140, Osmium Bow Limb
ExtraTiC:BowLimb:141, Pokefennium Bow Limb
ExtraTiC:BowLimb:142, Fairy Bow Limb
ExtraTiC:BowLimb:143, Certus Quartz Bow Limb
ExtraTiC:BowLimb:144, Ender Amethyst Bow Limb
ExtraTiC:BowLimb:2000, Constantan Bow Limb
ExtraTiC:BowLimb:145, Manasteel Bow Limb
ExtraTiC:BowLimb:146, Terrasteel Bow Limb
ExtraTiC:BowLimb:147, Elementium Bow Limb
ExtraTiC:BowLimb:148, Desh Bow Limb
ExtraTiC:BowLimb:164, Amethyst Bow Limb
ExtraTiC:BowLimb:165, Peridot Bow Limb
ExtraTiC:BowLimb:166, Ruby Bow Limb
ExtraTiC:BowLimb:167, Sapphire Bow Limb
ExtraTiC:BowLimb:171, Dark Steel Bow Limb
ExtraTiC:BowLimb:172, Void Metal Bow Limb
ExtraTiC:BowLimb:173, RedAurum Bow Limb
ExtraTiC:BowLimb:178, Draconium Bow Limb
ExtraTiC:BowLimb:179, Awakened Draconium Bow Limb
ExtraTiC:BowLimb:180, Glue Bow Limb
ExtraTiC:BowLimb:185, Bedrockium Bow Limb
ExtraTiC:BowLimb:189, Enderium Bow Limb
ExtraTiC:BowLimb:126, Mithril Bow Limb
ExtraTiC:BowLimb:190, Signalum Bow Limb
ExtraTiC:BowLimb:191, Lumium Bow Limb
ExtraTiC:CrossbowLimb:139, Refined Glowstone Crossbow Limb
ExtraTiC:CrossbowLimb:140, Osmium Crossbow Limb
ExtraTiC:CrossbowLimb:141, Pokefennium Crossbow Limb
ExtraTiC:CrossbowLimb:142, Fairy Crossbow Limb
ExtraTiC:CrossbowLimb:143, Certus Quartz Crossbow Limb
ExtraTiC:CrossbowLimb:144, Ender Amethyst Crossbow Limb
ExtraTiC:CrossbowLimb:2000, Constantan Crossbow Limb
ExtraTiC:CrossbowLimb:145, Manasteel Crossbow Limb
ExtraTiC:CrossbowLimb:146, Terrasteel Crossbow Limb
ExtraTiC:CrossbowLimb:147, Elementium Crossbow Limb
ExtraTiC:CrossbowLimb:148, Desh Crossbow Limb
ExtraTiC:CrossbowLimb:164, Amethyst Crossbow Limb
ExtraTiC:CrossbowLimb:165, Peridot Crossbow Limb
ExtraTiC:CrossbowLimb:166, Ruby Crossbow Limb
ExtraTiC:CrossbowLimb:167, Sapphire Crossbow Limb
ExtraTiC:CrossbowLimb:171, Dark Steel Crossbow Limb
ExtraTiC:CrossbowLimb:172, Void Metal Crossbow Limb
ExtraTiC:CrossbowLimb:173, RedAurum Crossbow Limb
ExtraTiC:CrossbowLimb:178, Draconium Crossbow Limb
ExtraTiC:CrossbowLimb:179, Awakened Draconium Crossbow Limb
ExtraTiC:CrossbowLimb:180, Glue Crossbow Limb
ExtraTiC:CrossbowLimb:185, Bedrockium Crossbow Limb
ExtraTiC:CrossbowLimb:189, Enderium Crossbow Limb
ExtraTiC:CrossbowLimb:126, Mithril Crossbow Limb
ExtraTiC:CrossbowLimb:190, Signalum Crossbow Limb
ExtraTiC:CrossbowLimb:191, Lumium Crossbow Limb
ExtraTiC:CrossbowBody:139, Refined Glowstone Crossbow Body
ExtraTiC:CrossbowBody:140, Osmium Crossbow Body
ExtraTiC:CrossbowBody:141, Pokefennium Crossbow Body
ExtraTiC:CrossbowBody:142, Fairy Crossbow Body
ExtraTiC:CrossbowBody:143, Certus Quartz Crossbow Body
ExtraTiC:CrossbowBody:144, Ender Amethyst Crossbow Body
ExtraTiC:CrossbowBody:2000, Constantan Crossbow Body
ExtraTiC:CrossbowBody:145, Manasteel Crossbow Body
ExtraTiC:CrossbowBody:146, Terrasteel Crossbow Body
ExtraTiC:CrossbowBody:147, Elementium Crossbow Body
ExtraTiC:CrossbowBody:148, Desh Crossbow Body
ExtraTiC:CrossbowBody:164, Amethyst Crossbow Body
ExtraTiC:CrossbowBody:165, Peridot Crossbow Body
ExtraTiC:CrossbowBody:166, Ruby Crossbow Body
ExtraTiC:CrossbowBody:167, Sapphire Crossbow Body
ExtraTiC:CrossbowBody:171, Dark Steel Crossbow Body
ExtraTiC:CrossbowBody:172, Void Metal Crossbow Body
ExtraTiC:CrossbowBody:173, RedAurum Crossbow Body
ExtraTiC:CrossbowBody:178, Draconium Crossbow Body
ExtraTiC:CrossbowBody:179, Awakened Draconium Crossbow Body
ExtraTiC:CrossbowBody:180, Glue Crossbow Body
ExtraTiC:CrossbowBody:185, Bedrockium Crossbow Body
ExtraTiC:CrossbowBody:189, Enderium Crossbow Body
ExtraTiC:CrossbowBody:126, Mithril Crossbow Body
ExtraTiC:CrossbowBody:190, Signalum Crossbow Body
ExtraTiC:CrossbowBody:191, Lumium Crossbow Body
ExtraTiC:Blot:139, Refined Glowstone Bolt
ExtraTiC:Blot:140, Osmium Bolt
ExtraTiC:Blot:141, Pokefennium Bolt
ExtraTiC:Blot:142, Fairy Bolt
ExtraTiC:Blot:143, Certus Quartz Bolt
ExtraTiC:Blot:144, Ender Amethyst Bolt
ExtraTiC:Blot:2000, Constantan Bolt
ExtraTiC:Blot:145, Manasteel Bolt
ExtraTiC:Blot:146, Terrasteel Bolt
ExtraTiC:Blot:147, Elementium Bolt
ExtraTiC:Blot:148, Desh Bolt
ExtraTiC:Blot:164, Amethyst Bolt
ExtraTiC:Blot:165, Peridot Bolt
ExtraTiC:Blot:166, Ruby Bolt
ExtraTiC:Blot:167, Sapphire Bolt
ExtraTiC:Blot:171, Dark Steel Bolt
ExtraTiC:Blot:172, Void Metal Bolt
ExtraTiC:Blot:173, RedAurum Bolt
ExtraTiC:Blot:178, Draconium Bolt
ExtraTiC:Blot:179, Awakened Draconium Bolt
ExtraTiC:Blot:180, Glue Bolt
ExtraTiC:Blot:185, Bedrockium Bolt
ExtraTiC:Blot:189, Enderium Bolt
ExtraTiC:Blot:126, Mithril Bolt
ExtraTiC:Blot:190, Signalum Bolt
ExtraTiC:Blot:191, Lumium Bolt
ExtraTiC:extra.bucket:5, Molten RedAurum Bucket
ExtraTiC:extra.bucket:10, Molten Zinc Bucket
ExtraTiC:extra.bucket:16, Molten Voidmetal Bucket
ExtraTiC:extra.bucket:4, Molten Pokefennium Bucket
ExtraTiC:extra.bucket:9, Molten Dark Steel Bucket
ExtraTiC:extra.bucket:15, Molten Elementium Bucket
ExtraTiC:extra.bucket:3, Molten Osmium Bucket
ExtraTiC:extra.bucket:14, Molten Terrasteel Bucket
ExtraTiC:extra.bucket:19, Molten Bedrockium Bucket
ExtraTiC:extra.bucket:2, Molten Refined Glowstone Bucket
ExtraTiC:extra.bucket:13, Molten Manasteel Bucket
ExtraTiC:extra.bucket:36, Molten Constantan Bucket
ExtraTiC:extra.bucket:1, Molten Fairy Bucket
ExtraTiC:extra.bucket:6, Molten Desh Bucket
ExtraTiC:extra.bucket:12, Molten Adamantine Bucket
ExtraTiC:extra.bucket:11, Molten Brass Bucket
flansmod:opStick:0, Stick of Ownership
flansmod:flagpole, Flagpole
flansmod:clayAndSand, Clay and Sand Mixture
flansmod:fiberglass, Fibreglass
flansmod:acrAmmo:0, ACR Ammo
flansmod:ak47Ammo:0, AK47 Ammo
flansmod:ak74Ammo:0, AK74 Ammo
flansmod:at4Ammo:0, AT4 Rocket
flansmod:augAmmo:0, AUG Ammo
flansmod:barrettAmmo:0, Barrett Ammo
flansmod:barrettExplosiveAmmo:0, Barrett Explosive Ammo
flansmod:betaCMag:0, Beta C-Mag
flansmod:bizonAmmo:0, Bizon Ammo
flansmod:desertEagleAmmo:0, Desert Eagle Ammo
flansmod:dragunovAmmo:0, Dragunov Ammo
flansmod:fnscarAmmo:0, FN SCAR Ammo
flansmod:g36Ammo:0, G36C Ammo
flansmod:g3Ammo:0, G3 Ammo
flansmod:glockAmmo:0, Glock Ammo
flansmod:Hellfire:0, AGM-114 Hellfire
flansmod:Hydra70Ammo:0, Hydra 70 salvo
flansmod:l86Ammo:0, L86 LSW Ammo
flansmod:l96Ammo:0, L96 Ammo
flansmod:m1014Ammo:0, M1014 Ammo
flansmod:m14Ammo:0, M14 Ammo
flansmod:m16a4Ammo:0, M16A4 Ammo
flansmod:m1887Ammo:0, Model 1887 Ammo
flansmod:m1911Ammo:0, M1911 Ammo
flansmod:m21Ammo:0, M21 Ammo
flansmod:m249Ammo:0, M249 Ammo
flansmod:m40a3Ammo:0, M40A3 Ammo
flansmod:m60Ammo:0, M60E4 Ammo
flansmod:m72lawAmmo:0, M72 LAW Ammo
flansmod:m9Ammo:0, M9 Ammo
flansmod:makarovAmmo:0, Makarov Ammo
flansmod:mim23Ammo:0, MIM-23 Rocket
flansmod:minigunAmmo:0, Minigun Ammo
flansmod:minigunExplosiveAmmo:0, Minigun Explosive Ammo
flansmod:mk4Rocket:0, Mk. 4 Rocket
flansmod:mp5Ammo:0, MP5 Ammo
flansmod:mtarAmmo:0, MTAR Ammo
flansmod:p90Ammo:0, P90 Ammo
flansmod:panzerfaust3Ammo:0, Panzerfaust 3 Rocket
flansmod:r700Ammo:0, R700 Ammo
flansmod:r870Ammo:0, Remington 870 Ammo
flansmod:rpdAmmo:0, RPD Ammo
flansmod:rpgAmmo:0, RPG-7 Ammo
flansmod:rpkAmmo:0, RPK Ammo
flansmod:sg550Ammo:0, SG550 Ammo
flansmod:sigP226Ammo:0, SIG P226 Ammo
flansmod:skorpionAmmo:0, Skorpion Ammo
flansmod:spasAmmo:0, SPAS-12 Ammo
flansmod:stingerAmmo:0, Stinger Missile
flansmod:TRIGAT:0, TRIGAT-LR
flansmod:uspAmmo:0, USP Ammo
flansmod:uspPoisonAmmo:0, USP Poison Ammo
flansmod:uziAmmo:0, Mini-Uzi Ammo
flansmod:w1200Ammo:0, W1200 Ammo
flansmod:w1200IncendiaryAmmo:0, W1200 Incendiary Ammo
flansmod:flanMW4xScope, 4x Scope
flansmod:flanMWACOG, ACOG Sight
flansmod:flanMWBurstFire, Burst Fire Modification
flansmod:flanMWFlashlight, Flashlight Attachment
flansmod:flanMWForegrip, Foregrip
flansmod:flanMWAutoFire, Full Auto Fire Modification
flansmod:flanMWRedDot, Red Dot Sight
flansmod:flanMWSilencer, Silencer
flansmod:flanMWSingleFire, Single Fire Modification
flansmod:mwAmmoBag, Deployable Ammo Bag
flansmod:c4, C4 Plastic Explosive
flansmod:claymore, M18 Claymore
flansmod:grenadeLauncherAmmo, Impact Grenade
flansmod:grenadeLauncherBouncyAmmo, Bouncy Grenade
flansmod:grenadeLauncherGasAmmo, Gas Grenade
flansmod:grenadeLauncherIncendiaryAmmo, Incendiary Grenade
flansmod:m67, M67 Grenade
flansmod:mwMedicBag, Deployable Medic Bag
flansmod:molotovCocktail, Molotov Cocktail
flansmod:a91, A-91
flansmod:acr, ACR
flansmod:ak47, AK47
flansmod:ak74, AK74
flansmod:at4, AT4
flansmod:aug, AUG
flansmod:barrett, Barrett .50 Cal
flansmod:mwBinoculars, Binoculars
flansmod:bizon, Bizon
flansmod:desertEagle, Desert Eagle
